"aar","bydel_id","innvkat_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_id","naringsregion_id","kommune_id"
"2013","030115","befolkningen_ellers","alle","kroner","326800","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","alle","alle","kroner","261300","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","1","kroner","265500","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","2","kroner","207400","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","befolkningen_ellers","alle","kroner","273400","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","alle","alle","kroner","379200","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","1","kroner","243700","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","2","kroner","288500","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","befolkningen_ellers","alle","kroner","386800","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","alle","alle","kroner","173900","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","1","kroner","181200","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","2","kroner","152700","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","befolkningen_ellers","alle","kroner","175100","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","NULL","alle","alle","kroner","337600","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","280400","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","240500","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","346500","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","alle","alle","kroner","317900","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","269600","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","223500","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","326100","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","alle","alle","kroner","368400","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","302600","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","265300","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","379800","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","alle","alle","kroner","341500","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","284800","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","241800","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","368300","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","alle","alle","kroner","313600","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","257300","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","207100","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","318900","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","alle","alle","kroner","317300","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","253900","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","206700","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","322800","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","alle","alle","kroner","335000","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","271600","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","239200","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","345700","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","alle","alle","kroner","327600","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","268500","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","226700","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","335600","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","alle","alle","kroner","320100","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","258800","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","209500","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","327200","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","alle","alle","kroner","320300","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","261200","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","219800","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","327400","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","alle","alle","kroner","326400","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","280600","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","229400","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","333800","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","alle","alle","kroner","362700","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","307000","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","276300","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","371200","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","alle","alle","kroner","345100","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","277500","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","247600","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","353200","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","alle","alle","kroner","333100","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","268400","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","220800","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","339300","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","alle","alle","kroner","337600","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","269500","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","244900","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","344700","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","alle","alle","kroner","335800","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","273000","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","236700","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","342300","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","alle","alle","kroner","320500","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","259500","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","199400","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","324800","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","alle","alle","kroner","328100","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","268600","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","211100","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","333400","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","alle","alle","kroner","335800","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","283800","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","224700","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","341100","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","alle","alle","kroner","339700","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","284000","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","255600","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","346400","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","alle","alle","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","1","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","2","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","alle","alle","kroner","312700","gjennomsnittsinntekt","NULL","01","NULL"
"2013","NULL","innvandrere","1","kroner","262800","gjennomsnittsinntekt","NULL","01","NULL"
"2013","NULL","innvandrere","2","kroner","209900","gjennomsnittsinntekt","NULL","01","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","319600","gjennomsnittsinntekt","NULL","01","NULL"
"2013","NULL","alle","alle","kroner","315600","gjennomsnittsinntekt","NULL","02","NULL"
"2013","NULL","innvandrere","1","kroner","264800","gjennomsnittsinntekt","NULL","02","NULL"
"2013","NULL","innvandrere","2","kroner","233400","gjennomsnittsinntekt","NULL","02","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","323200","gjennomsnittsinntekt","NULL","02","NULL"
"2013","NULL","alle","alle","kroner","329000","gjennomsnittsinntekt","NULL","03","NULL"
"2013","NULL","innvandrere","1","kroner","274100","gjennomsnittsinntekt","NULL","03","NULL"
"2013","NULL","innvandrere","2","kroner","235600","gjennomsnittsinntekt","NULL","03","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","337600","gjennomsnittsinntekt","NULL","03","NULL"
"2013","NULL","alle","alle","kroner","315400","gjennomsnittsinntekt","NULL","04","NULL"
"2013","NULL","innvandrere","1","kroner","271400","gjennomsnittsinntekt","NULL","04","NULL"
"2013","NULL","innvandrere","2","kroner","219100","gjennomsnittsinntekt","NULL","04","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","324300","gjennomsnittsinntekt","NULL","04","NULL"
"2013","NULL","alle","alle","kroner","409000","gjennomsnittsinntekt","NULL","05","NULL"
"2013","NULL","innvandrere","1","kroner","326300","gjennomsnittsinntekt","NULL","05","NULL"
"2013","NULL","innvandrere","2","kroner","261800","gjennomsnittsinntekt","NULL","05","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","427300","gjennomsnittsinntekt","NULL","05","NULL"
"2013","NULL","alle","alle","kroner","366600","gjennomsnittsinntekt","NULL","06","NULL"
"2013","NULL","innvandrere","1","kroner","310700","gjennomsnittsinntekt","NULL","06","NULL"
"2013","NULL","innvandrere","2","kroner","260200","gjennomsnittsinntekt","NULL","06","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","375300","gjennomsnittsinntekt","NULL","06","NULL"
"2013","NULL","alle","alle","kroner","356500","gjennomsnittsinntekt","NULL","07","NULL"
"2013","NULL","innvandrere","1","kroner","291600","gjennomsnittsinntekt","NULL","07","NULL"
"2013","NULL","innvandrere","2","kroner","273600","gjennomsnittsinntekt","NULL","07","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","367200","gjennomsnittsinntekt","NULL","07","NULL"
"2013","NULL","alle","alle","kroner","339900","gjennomsnittsinntekt","NULL","08","NULL"
"2013","NULL","innvandrere","1","kroner","278000","gjennomsnittsinntekt","NULL","08","NULL"
"2013","NULL","innvandrere","2","kroner","260200","gjennomsnittsinntekt","NULL","08","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","348000","gjennomsnittsinntekt","NULL","08","NULL"
"2013","NULL","alle","alle","kroner","341500","gjennomsnittsinntekt","NULL","09","NULL"
"2013","NULL","innvandrere","1","kroner","284800","gjennomsnittsinntekt","NULL","09","NULL"
"2013","NULL","innvandrere","2","kroner","241800","gjennomsnittsinntekt","NULL","09","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","368300","gjennomsnittsinntekt","NULL","09","NULL"
"2013","NULL","alle","alle","kroner","311300","gjennomsnittsinntekt","NULL","10","NULL"
"2013","NULL","innvandrere","1","kroner","246800","gjennomsnittsinntekt","NULL","10","NULL"
"2013","NULL","innvandrere","2","kroner","198300","gjennomsnittsinntekt","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","316800","gjennomsnittsinntekt","NULL","10","NULL"
"2013","NULL","alle","alle","kroner","304400","gjennomsnittsinntekt","NULL","11","NULL"
"2013","NULL","innvandrere","1","kroner","258500","gjennomsnittsinntekt","NULL","11","NULL"
"2013","NULL","innvandrere","2","kroner","211300","gjennomsnittsinntekt","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","307900","gjennomsnittsinntekt","NULL","11","NULL"
"2013","NULL","alle","alle","kroner","321200","gjennomsnittsinntekt","NULL","12","NULL"
"2013","NULL","innvandrere","1","kroner","259600","gjennomsnittsinntekt","NULL","12","NULL"
"2013","NULL","innvandrere","2","kroner","212200","gjennomsnittsinntekt","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","326700","gjennomsnittsinntekt","NULL","12","NULL"
"2013","NULL","alle","alle","kroner","310000","gjennomsnittsinntekt","NULL","13","NULL"
"2013","NULL","innvandrere","1","kroner","251900","gjennomsnittsinntekt","NULL","13","NULL"
"2013","NULL","innvandrere","2","kroner","192200","gjennomsnittsinntekt","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","315900","gjennomsnittsinntekt","NULL","13","NULL"
"2013","NULL","alle","alle","kroner","314300","gjennomsnittsinntekt","NULL","14","NULL"
"2013","NULL","innvandrere","1","kroner","261100","gjennomsnittsinntekt","NULL","14","NULL"
"2013","NULL","innvandrere","2","kroner","210400","gjennomsnittsinntekt","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","318900","gjennomsnittsinntekt","NULL","14","NULL"
"2013","NULL","alle","alle","kroner","329200","gjennomsnittsinntekt","NULL","15","NULL"
"2013","NULL","innvandrere","1","kroner","264300","gjennomsnittsinntekt","NULL","15","NULL"
"2013","NULL","innvandrere","2","kroner","219100","gjennomsnittsinntekt","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","335000","gjennomsnittsinntekt","NULL","15","NULL"
"2013","NULL","alle","alle","kroner","327900","gjennomsnittsinntekt","NULL","16","NULL"
"2013","NULL","innvandrere","1","kroner","268900","gjennomsnittsinntekt","NULL","16","NULL"
"2013","NULL","innvandrere","2","kroner","217100","gjennomsnittsinntekt","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","334100","gjennomsnittsinntekt","NULL","16","NULL"
"2013","NULL","alle","alle","kroner","310900","gjennomsnittsinntekt","NULL","17","NULL"
"2013","NULL","innvandrere","1","kroner","242800","gjennomsnittsinntekt","NULL","17","NULL"
"2013","NULL","innvandrere","2","kroner","186300","gjennomsnittsinntekt","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","315200","gjennomsnittsinntekt","NULL","17","NULL"
"2013","NULL","alle","alle","kroner","308800","gjennomsnittsinntekt","NULL","18","NULL"
"2013","NULL","innvandrere","1","kroner","236800","gjennomsnittsinntekt","NULL","18","NULL"
"2013","NULL","innvandrere","2","kroner","177400","gjennomsnittsinntekt","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","312700","gjennomsnittsinntekt","NULL","18","NULL"
"2013","NULL","alle","alle","kroner","307300","gjennomsnittsinntekt","NULL","19","NULL"
"2013","NULL","innvandrere","1","kroner","231700","gjennomsnittsinntekt","NULL","19","NULL"
"2013","NULL","innvandrere","2","kroner","175700","gjennomsnittsinntekt","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","312600","gjennomsnittsinntekt","NULL","19","NULL"
"2013","NULL","alle","alle","kroner","337100","gjennomsnittsinntekt","NULL","20","NULL"
"2013","NULL","innvandrere","1","kroner","272400","gjennomsnittsinntekt","NULL","20","NULL"
"2013","NULL","innvandrere","2","kroner","240300","gjennomsnittsinntekt","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","349700","gjennomsnittsinntekt","NULL","20","NULL"
"2013","NULL","alle","alle","kroner","322700","gjennomsnittsinntekt","NULL","21","NULL"
"2013","NULL","innvandrere","1","kroner","265500","gjennomsnittsinntekt","NULL","21","NULL"
"2013","NULL","innvandrere","2","kroner","204000","gjennomsnittsinntekt","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","331600","gjennomsnittsinntekt","NULL","21","NULL"
"2013","NULL","alle","alle","kroner","354000","gjennomsnittsinntekt","NULL","22","NULL"
"2013","NULL","innvandrere","1","kroner","302600","gjennomsnittsinntekt","NULL","22","NULL"
"2013","NULL","innvandrere","2","kroner","254500","gjennomsnittsinntekt","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","362000","gjennomsnittsinntekt","NULL","22","NULL"
"2013","NULL","alle","alle","kroner","319400","gjennomsnittsinntekt","NULL","23","NULL"
"2013","NULL","innvandrere","1","kroner","250100","gjennomsnittsinntekt","NULL","23","NULL"
"2013","NULL","innvandrere","2","kroner","217600","gjennomsnittsinntekt","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","325300","gjennomsnittsinntekt","NULL","23","NULL"
"2013","NULL","alle","alle","kroner","325300","gjennomsnittsinntekt","NULL","24","NULL"
"2013","NULL","innvandrere","1","kroner","262400","gjennomsnittsinntekt","NULL","24","NULL"
"2013","NULL","innvandrere","2","kroner","238700","gjennomsnittsinntekt","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","332200","gjennomsnittsinntekt","NULL","24","NULL"
"2013","NULL","alle","alle","kroner","330800","gjennomsnittsinntekt","NULL","25","NULL"
"2013","NULL","innvandrere","1","kroner","266900","gjennomsnittsinntekt","NULL","25","NULL"
"2013","NULL","innvandrere","2","kroner","226000","gjennomsnittsinntekt","NULL","25","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","338900","gjennomsnittsinntekt","NULL","25","NULL"
"2013","NULL","alle","alle","kroner","321700","gjennomsnittsinntekt","NULL","26","NULL"
"2013","NULL","innvandrere","1","kroner","267300","gjennomsnittsinntekt","NULL","26","NULL"
"2013","NULL","innvandrere","2","kroner","226300","gjennomsnittsinntekt","NULL","26","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","329400","gjennomsnittsinntekt","NULL","26","NULL"
"2013","NULL","alle","alle","kroner","322400","gjennomsnittsinntekt","NULL","27","NULL"
"2013","NULL","innvandrere","1","kroner","265900","gjennomsnittsinntekt","NULL","27","NULL"
"2013","NULL","innvandrere","2","kroner","211900","gjennomsnittsinntekt","NULL","27","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","329600","gjennomsnittsinntekt","NULL","27","NULL"
"2013","NULL","alle","alle","kroner","311100","gjennomsnittsinntekt","NULL","28","NULL"
"2013","NULL","innvandrere","1","kroner","222500","gjennomsnittsinntekt","NULL","28","NULL"
"2013","NULL","innvandrere","2","kroner","192400","gjennomsnittsinntekt","NULL","28","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","319100","gjennomsnittsinntekt","NULL","28","NULL"
"2013","NULL","alle","alle","kroner","315200","gjennomsnittsinntekt","NULL","29","NULL"
"2013","NULL","innvandrere","1","kroner","256900","gjennomsnittsinntekt","NULL","29","NULL"
"2013","NULL","innvandrere","2","kroner","202200","gjennomsnittsinntekt","NULL","29","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","322100","gjennomsnittsinntekt","NULL","29","NULL"
"2013","NULL","alle","alle","kroner","319100","gjennomsnittsinntekt","NULL","30","NULL"
"2013","NULL","innvandrere","1","kroner","249300","gjennomsnittsinntekt","NULL","30","NULL"
"2013","NULL","innvandrere","2","kroner","233500","gjennomsnittsinntekt","NULL","30","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","325000","gjennomsnittsinntekt","NULL","30","NULL"
"2013","NULL","alle","alle","kroner","319200","gjennomsnittsinntekt","NULL","31","NULL"
"2013","NULL","innvandrere","1","kroner","262700","gjennomsnittsinntekt","NULL","31","NULL"
"2013","NULL","innvandrere","2","kroner","199400","gjennomsnittsinntekt","NULL","31","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","327800","gjennomsnittsinntekt","NULL","31","NULL"
"2013","NULL","alle","alle","kroner","319000","gjennomsnittsinntekt","NULL","32","NULL"
"2013","NULL","innvandrere","1","kroner","257100","gjennomsnittsinntekt","NULL","32","NULL"
"2013","NULL","innvandrere","2","kroner","220800","gjennomsnittsinntekt","NULL","32","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","326400","gjennomsnittsinntekt","NULL","32","NULL"
"2013","NULL","alle","alle","kroner","327000","gjennomsnittsinntekt","NULL","33","NULL"
