"aar","bydel_id","innvkat_5","kjonn","enhet","tabellvariabel","tabell_navn","fylke_id","naringsregion_id","kommune_id"
"2014","030101","bef_u_innv_og_norskf","1","prosent","31.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030101","bef_u_innv_og_norskf","alle","personer","29886","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030101","bef_u_innv_og_norskf","alle","prosent","61.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","alle","0","personer","25163","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","alle","0","prosent","48.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","alle","1","personer","27035","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","alle","1","prosent","51.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","alle","alle","personer","52198","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","innvandrere","0","personer","6455","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","innvandrere","0","prosent","12.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","innvandrere","1","personer","8260","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","innvandrere","1","prosent","15.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","innvandrere","alle","personer","14715","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","innvandrere","alle","prosent","28.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","0","personer","18708","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","0","prosent","35.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","1","personer","18775","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","1","prosent","36","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","alle","personer","37483","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","befolkningen_ellers","alle","prosent","71.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","norskfodte_m_innvf","0","personer","1396","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","norskfodte_m_innvf","0","prosent","2.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","norskfodte_m_innvf","1","personer","1567","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","norskfodte_m_innvf","1","prosent","3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","norskfodte_m_innvf","alle","personer","2963","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","norskfodte_m_innvf","alle","prosent","5.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","bef_u_innv_og_norskf","0","personer","17312","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","bef_u_innv_og_norskf","0","prosent","33.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","bef_u_innv_og_norskf","1","personer","17208","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","bef_u_innv_og_norskf","1","prosent","33","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","bef_u_innv_og_norskf","alle","personer","34520","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030102","bef_u_innv_og_norskf","alle","prosent","66.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","alle","0","personer","19617","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","alle","0","prosent","50.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","alle","1","personer","19020","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","alle","1","prosent","49.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","alle","alle","personer","38637","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","innvandrere","0","personer","3694","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","innvandrere","0","prosent","9.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","innvandrere","1","personer","4199","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","innvandrere","1","prosent","10.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","innvandrere","alle","personer","7893","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","innvandrere","alle","prosent","20.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","0","personer","15923","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","0","prosent","41.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","1","personer","14821","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","1","prosent","38.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","alle","personer","30744","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","befolkningen_ellers","alle","prosent","79.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","norskfodte_m_innvf","0","personer","873","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","norskfodte_m_innvf","0","prosent","2.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","norskfodte_m_innvf","1","personer","920","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","norskfodte_m_innvf","1","prosent","2.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","norskfodte_m_innvf","alle","personer","1793","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","norskfodte_m_innvf","alle","prosent","4.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","bef_u_innv_og_norskf","0","personer","15050","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","bef_u_innv_og_norskf","0","prosent","39","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","bef_u_innv_og_norskf","1","personer","13901","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","bef_u_innv_og_norskf","1","prosent","36","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","bef_u_innv_og_norskf","alle","personer","28951","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030103","bef_u_innv_og_norskf","alle","prosent","74.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","alle","0","personer","17589","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","alle","0","prosent","49.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","alle","1","personer","18041","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","alle","1","prosent","50.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","alle","alle","personer","35630","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","innvandrere","0","personer","3713","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","innvandrere","0","prosent","10.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","innvandrere","1","personer","4672","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","innvandrere","1","prosent","13.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","innvandrere","alle","personer","8385","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","innvandrere","alle","prosent","23.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","0","personer","13876","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","0","prosent","38.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","1","personer","13369","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","1","prosent","37.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","alle","personer","27245","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","befolkningen_ellers","alle","prosent","76.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","norskfodte_m_innvf","0","personer","489","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","norskfodte_m_innvf","0","prosent","1.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","norskfodte_m_innvf","1","personer","509","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","norskfodte_m_innvf","1","prosent","1.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","norskfodte_m_innvf","alle","personer","998","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","norskfodte_m_innvf","alle","prosent","2.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","bef_u_innv_og_norskf","0","personer","13387","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","bef_u_innv_og_norskf","0","prosent","37.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","bef_u_innv_og_norskf","1","personer","12860","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","bef_u_innv_og_norskf","1","prosent","36.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","bef_u_innv_og_norskf","alle","personer","26247","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030104","bef_u_innv_og_norskf","alle","prosent","73.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","alle","0","personer","27447","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","alle","0","prosent","50.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","alle","1","personer","27157","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","alle","1","prosent","49.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","alle","alle","personer","54604","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","innvandrere","0","personer","6472","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","innvandrere","0","prosent","11.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","innvandrere","1","personer","6724","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","innvandrere","1","prosent","12.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","innvandrere","alle","personer","13196","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","innvandrere","alle","prosent","24.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","befolkningen_ellers","0","personer","20975","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","befolkningen_ellers","0","prosent","38.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","befolkningen_ellers","1","personer","20433","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","befolkningen_ellers","1","prosent","37.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","befolkningen_ellers","alle","personer","41408","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","befolkningen_ellers","alle","prosent","75.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","norskfodte_m_innvf","0","personer","585","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","norskfodte_m_innvf","0","prosent","1.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","norskfodte_m_innvf","1","personer","635","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","norskfodte_m_innvf","1","prosent","1.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","norskfodte_m_innvf","alle","personer","1220","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","norskfodte_m_innvf","alle","prosent","2.2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","bef_u_innv_og_norskf","0","personer","20390","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","bef_u_innv_og_norskf","0","prosent","37.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","bef_u_innv_og_norskf","1","personer","19798","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","bef_u_innv_og_norskf","1","prosent","36.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","bef_u_innv_og_norskf","alle","personer","40188","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030105","bef_u_innv_og_norskf","alle","prosent","73.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","alle","0","personer","16438","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","alle","0","prosent","51.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","alle","1","personer","15218","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","alle","1","prosent","48.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","alle","alle","personer","31656","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","innvandrere","0","personer","2539","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","innvandrere","0","prosent","8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","innvandrere","1","personer","2230","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","innvandrere","1","prosent","7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","innvandrere","alle","personer","4769","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","innvandrere","alle","prosent","15.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","befolkningen_ellers","0","personer","13899","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","befolkningen_ellers","0","prosent","43.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","befolkningen_ellers","1","personer","12988","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","befolkningen_ellers","1","prosent","41","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","befolkningen_ellers","alle","personer","26887","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","befolkningen_ellers","alle","prosent","84.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","norskfodte_m_innvf","0","personer","305","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","norskfodte_m_innvf","0","prosent","1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","norskfodte_m_innvf","1","personer","332","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","norskfodte_m_innvf","1","prosent","1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","norskfodte_m_innvf","alle","personer","637","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","norskfodte_m_innvf","alle","prosent","2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","bef_u_innv_og_norskf","0","personer","13594","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","bef_u_innv_og_norskf","0","prosent","42.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","bef_u_innv_og_norskf","1","personer","12656","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","bef_u_innv_og_norskf","1","prosent","40","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","bef_u_innv_og_norskf","alle","personer","26250","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030106","bef_u_innv_og_norskf","alle","prosent","82.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","alle","0","personer","24121","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","alle","0","prosent","51.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","alle","1","personer","22323","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","alle","1","prosent","48.1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","alle","alle","personer","46444","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","innvandrere","0","personer","3723","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","innvandrere","0","prosent","8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","innvandrere","1","personer","3013","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","innvandrere","1","prosent","6.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","innvandrere","alle","personer","6736","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","innvandrere","alle","prosent","14.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","befolkningen_ellers","0","personer","20398","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","befolkningen_ellers","0","prosent","43.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","befolkningen_ellers","1","personer","19310","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","befolkningen_ellers","1","prosent","41.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","befolkningen_ellers","alle","personer","39708","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","befolkningen_ellers","alle","prosent","85.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","norskfodte_m_innvf","0","personer","459","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","norskfodte_m_innvf","0","prosent","1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","norskfodte_m_innvf","1","personer","468","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","norskfodte_m_innvf","1","prosent","1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","norskfodte_m_innvf","alle","personer","927","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","norskfodte_m_innvf","alle","prosent","2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","bef_u_innv_og_norskf","0","personer","19939","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","bef_u_innv_og_norskf","0","prosent","42.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","bef_u_innv_og_norskf","1","personer","18842","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","bef_u_innv_og_norskf","1","prosent","40.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","bef_u_innv_og_norskf","alle","personer","38781","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030107","bef_u_innv_og_norskf","alle","prosent","83.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","alle","0","personer","24501","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","alle","0","prosent","50.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","alle","1","personer","24219","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","alle","1","prosent","49.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","alle","alle","personer","48720","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","innvandrere","0","personer","3558","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","innvandrere","0","prosent","7.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","innvandrere","1","personer","3595","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","innvandrere","1","prosent","7.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","innvandrere","alle","personer","7153","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","innvandrere","alle","prosent","14.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","befolkningen_ellers","0","personer","20943","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","befolkningen_ellers","0","prosent","43","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","befolkningen_ellers","1","personer","20624","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","befolkningen_ellers","1","prosent","42.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","befolkningen_ellers","alle","personer","41567","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","befolkningen_ellers","alle","prosent","85.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","norskfodte_m_innvf","0","personer","476","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","norskfodte_m_innvf","0","prosent","1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","norskfodte_m_innvf","1","personer","495","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","norskfodte_m_innvf","1","prosent","1","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","norskfodte_m_innvf","alle","personer","971","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","norskfodte_m_innvf","alle","prosent","2","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","bef_u_innv_og_norskf","0","personer","20467","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","bef_u_innv_og_norskf","0","prosent","42","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","bef_u_innv_og_norskf","1","personer","20129","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","bef_u_innv_og_norskf","1","prosent","41.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","bef_u_innv_og_norskf","alle","personer","40596","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030108","bef_u_innv_og_norskf","alle","prosent","83.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","alle","0","personer","15072","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","alle","0","prosent","49.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","alle","1","personer","15255","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","alle","1","prosent","50.3","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","alle","alle","personer","30327","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","alle","alle","prosent","100","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","innvandrere","0","personer","4241","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","innvandrere","0","prosent","14","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","innvandrere","1","personer","5045","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","innvandrere","1","prosent","16.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","innvandrere","alle","personer","9286","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","innvandrere","alle","prosent","30.6","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","befolkningen_ellers","0","personer","10831","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","befolkningen_ellers","0","prosent","35.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","befolkningen_ellers","1","personer","10210","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","befolkningen_ellers","1","prosent","33.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","befolkningen_ellers","alle","personer","21041","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","befolkningen_ellers","alle","prosent","69.4","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","norskfodte_m_innvf","0","personer","1749","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","norskfodte_m_innvf","0","prosent","5.8","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","norskfodte_m_innvf","1","personer","1725","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","norskfodte_m_innvf","1","prosent","5.7","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","norskfodte_m_innvf","alle","personer","3474","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","norskfodte_m_innvf","alle","prosent","11.5","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","bef_u_innv_og_norskf","0","personer","9082","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","bef_u_innv_og_norskf","0","prosent","29.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","bef_u_innv_og_norskf","1","personer","8485","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","bef_u_innv_og_norskf","1","prosent","28","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","bef_u_innv_og_norskf","alle","personer","17567","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030109","bef_u_innv_og_norskf","alle","prosent","57.9","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030110","alle","0","personer","13798","befolkning_hovedgruppe","NULL","NULL","NULL"
"2014","030110","alle","0","prosent","50.9","befolkning_hovedgruppe","NULL","NULL","NULL"
